Slovenia,Personal Care,C,256187713,81.73,56.67,27881.64
Liechtenstein,Snacks,C,325889527,152.58,97.44,663371.52
Sao Tome and Principe,Clothes,M,625823581,109.28,35.84,141926.4
Sudan,Beverages,M,491976201,47.45,31.79,176307.34
Zambia,Baby Food,L,230646216,255.28,159.42,350086.32
Tunisia ,Meat,L,668444955,421.89,364.69,2396377.99
El Salvador,Baby Food,L,902296245,255.28,159.42,1333548.3
United States of America,Snacks,M,549436414,152.58,97.44,906094.56
Mongolia,Office Supplies,C,197414290,651.21,524.96,4267924.8
Mongolia,Snacks,L,954091203,152.58,97.44,549951.36
Malawi,Office Supplies,M,397640979,651.21,524.96,5069538.72
Latvia,Cereal,M,226549947,205.7,117.11,2225.09
Macedonia,Cereal,M,409616935,205.7,117.11,422532.88
Belgium,Cereal,C,535953271,205.7,117.11,1093573.18
Sierra Leone,Cereal,L,264982783,205.7,117.11,368779.39
Niger,Snacks,H,676441800,152.58,97.44,293879.04
Croatia,Cosmetics,M,220379149,437.2,263.33,1038046.86
Bulgaria,Office Supplies,L,567156159,651.21,524.96,1557031.36
Lebanon,Office Supplies,H,757446658,651.21,524.96,2180158.88
Albania,Office Supplies,L,352236974,651.21,524.96,1891430.88
Jordan,Beverages,C,782825934,47.45,31.79,141306.55
United Kingdom,Cosmetics,L,400824868,437.2,263.33,484790.53
Morocco,Office Supplies,M,328157603,651.21,524.96,4190230.72
Sri Lanka,Snacks,H,407060468,152.58,97.44,691141.92
Montenegro,Personal Care,C,550082290,81.73,56.67,24254.76
Estonia,Office Supplies,H,290084397,651.21,524.96,668799.04
Bosnia and Herzegovina,Meat,C,130240619,421.89,364.69,3627936.12
Gabon,Meat,L,194037282,421.89,364.69,3208907.31
San Marino,Vegetables,M,675273215,154.06,90.93,655150.65
Bahrain,Meat,H,488059747,421.89,364.69,2399660.2
Swaziland,Clothes,H,416820704,109.28,35.84,192245.76
Honduras,Personal Care,C,866292417,81.73,56.67,228493.44
Comoros,Office Supplies,M,511523711,651.21,524.96,46196.48
Luxembourg,Personal Care,M,347875916,81.73,56.67,173920.23
Greece,Meat,C,541022861,421.89,364.69,3479871.98
Philippines,Cosmetics,M,876950871,437.2,263.33,2134552.98
Greenland,Baby Food,H,311958777,255.28,159.42,699853.8
Serbia,Snacks,H,122657907,152.58,97.44,589999.2
Vietnam,Snacks,M,755972087,152.58,97.44,759544.8
Haiti,Household,L,479137647,668.27,502.54,3182083.28
Greece,Office Supplies,L,329703414,651.21,524.96,2846333.12
Lesotho,Personal Care,M,965530717,81.73,56.67,48169.5
Nicaragua,Cereal,M,414793384,205.7,117.11,636492.85
Antigua and Barbuda ,Fruits,C,825977742,9.33,6.92,27846.08
Guatemala,Clothes,L,817882621,109.28,35.84,304568.32
Democratic Republic of the Congo,Baby Food,M,429619348,255.28,159.42,441115.14
Qatar,Vegetables,H,670611751,154.06,90.93,706889.82
Estonia,Cereal,M,370596158,205.7,117.11,760395.23
Benin,Vegetables,M,229621398,154.06,90.93,811913.97
Chad,Fruits,C,568048799,9.33,6.92,49256.56
France,Baby Food,L,876552188,255.28,159.42,20086.92
Hungary,Vegetables,C,266117894,154.06,90.93,823189.29
Federated States of Micronesia,Vegetables,C,618044745,154.06,90.93,184496.97
Uzbekistan,Household,C,733944070,668.27,502.54,4630906.1
Kosovo,Cosmetics,C,385739696,437.2,263.33,2054763.99
North Korea,Vegetables,L,765667951,154.06,90.93,637964.88
Senegal,Baby Food,C,436277663,255.28,159.42,495796.2
Malta,Vegetables,L,280430161,154.06,90.93,397455.03
Guinea,Cereal,C,351299273,205.7,117.11,716361.87
Madagascar,Vegetables,M,322371327,154.06,90.93,517755.42
Malawi,Office Supplies,H,837445151,651.21,524.96,3929325.6
Papua New Guinea,Personal Care,H,360632073,81.73,56.67,447636.33
Sudan,Beverages,L,126355922,47.45,31.79,12080.2
Bangladesh,Office Supplies,M,989353024,651.21,524.96,209984
Israel,Baby Food,C,274672210,255.28,159.42,74289.72
Jordan,Personal Care,H,327674806,81.73,56.67,289640.37
Vietnam,Baby Food,H,864034640,255.28,159.42,941534.52
Mongolia,Snacks,L,319738042,152.58,97.44,628195.68
Malta,Snacks,L,801083838,152.58,97.44,717645.6
Serbia,Meat,H,434683358,421.89,364.69,481390.8
Nauru,Office Supplies,C,117460429,651.21,524.96,4202829.76
Montenegro,Snacks,H,366651380,152.58,97.44,891186.24
Zambia,Fruits,H,869805037,9.33,6.92,24178.48
Tunisia ,Household,L,934782731,668.27,502.54,923668.52
Democratic Republic of the Congo,Meat,H,839758288,421.89,364.69,727191.86
San Marino,Household,C,483218038,668.27,502.54,1914677.4
Kyrgyzstan,Vegetables,L,733960807,154.06,90.93,378996.24
Zambia,Fruits,H,281097924,9.33,6.92,13680.84
Senegal,Office Supplies,L,584053218,651.21,524.96,1669897.76
Guatemala,Meat,C,922563016,421.89,364.69,2098061.57
Andorra,Vegetables,H,646676146,154.06,90.93,427098.21
Sierra Leone,Office Supplies,M,526753938,651.21,524.96,3701492.96
The Gambia,Office Supplies,C,503470218,651.21,524.96,3611724.8
Saudi Arabia,Personal Care,M,137811315,81.73,56.67,16150.95
Papua New Guinea,Personal Care,L,861076056,81.73,56.67,22384.65
Ukraine,Meat,L,124875771,421.89,364.69,864679.99
Niger,Household,H,851134288,668.27,502.54,4223848.7
Ghana,Cosmetics,M,182087934,437.2,263.33,716520.93
Greenland,Cosmetics,C,730285537,437.2,263.33,1731131.42
Albania,Personal Care,L,228588426,81.73,56.67,184177.5
Slovenia,Office Supplies,L,980170428,651.21,524.96,1609527.36
Grenada,Office Supplies,M,408517873,651.21,524.96,4394965.12
Kosovo,Office Supplies,M,507429587,651.21,524.96,4486308.16
Mexico,Baby Food,M,191016900,255.28,159.42,797100
Vietnam,Beverages,C,243703639,47.45,31.79,196366.83
Algeria,Meat,H,170226132,421.89,364.69,929959.5
Fiji,Office Supplies,H,445633208,651.21,524.96,852535.04
Djibouti,Snacks,M,265286195,152.58,97.44,285986.4
Israel,Fruits,M,694858920,9.33,6.92,21112.92
Namibia,Clothes,M,620337712,109.28,35.84,20392.96
Costa Rica,Meat,C,798021399,421.89,364.69,408817.49
Syria,Meat,M,704521310,421.89,364.69,862856.54
India,Snacks,H,786761271,152.58,97.44,876862.56
India,Vegetables,C,211977612,154.06,90.93,703889.13
Cote d'Ivoire,Snacks,L,917719161,152.58,97.44,228789.12
Slovakia,Cereal,H,861847245,205.7,117.11,1007965.77
Mongolia,Clothes,C,772535693,109.28,35.84,334530.56
Bahrain,Office Supplies,H,998270833,651.21,524.96,4923074.88
Kenya,Household,L,157851493,668.27,502.54,311072.26
Sierra Leone,Clothes,H,990389001,109.28,35.84,249768.96
Ethiopia,Fruits,C,905307185,9.33,6.92,64833.48
Saint Kitts and Nevis ,Vegetables,C,532342374,154.06,90.93,72107.49
Azerbaijan,Cosmetics,L,571543395,437.2,263.33,328109.18
Liberia,Beverages,M,443271577,47.45,31.79,87899.35
Monaco,Personal Care,C,538200747,81.73,56.67,250254.72
Seychelles ,Cosmetics,M,867317235,437.2,263.33,1921782.34
Turkey,Personal Care,H,611919867,81.73,56.67,540745.14
Angola,Personal Care,M,373619973,81.73,56.67,74124.36
Mexico,Baby Food,M,824341380,255.28,159.42,1560402.96
Somalia,Fruits,M,456320416,9.33,6.92,29112.44
San Marino,Cosmetics,C,532105910,437.2,263.33,215403.94
Tanzania,Cereal,L,134559190,205.7,117.11,926222.99
Slovakia,Personal Care,H,216854083,81.73,56.67,45165.99
Iran,Clothes,C,452476918,109.28,35.84,244787.2
Somalia,Cereal,C,585226523,205.7,117.11,45438.68
Sudan,Household,H,879214227,668.27,502.54,3961522.82
Benin,Household,H,768863856,668.27,502.54,1385000.24
Malaysia,Beverages,M,208911740,47.45,31.79,15290.99
Federated States of Micronesia,Household,H,124406707,668.27,502.54,1791052.56
Japan,Meat,C,160710084,421.89,364.69,2385072.6
Slovenia,Office Supplies,M,933495700,651.21,524.96,512885.92
Finland,Beverages,M,878749883,47.45,31.79,15036.67
Vanuatu,Beverages,C,302771461,47.45,31.79,179867.82
Guinea-Bissau,Clothes,C,932171761,109.28,35.84,329512.96
Iceland,Baby Food,H,963874614,255.28,159.42,123072.24
Kosovo,Cereal,H,915116345,205.7,117.11,247921.87
Malawi,Fruits,C,473445785,9.33,6.92,13729.28
Slovakia,Clothes,H,746724259,109.28,35.84,41466.88
Comoros,Snacks,M,213125598,152.58,97.44,726415.2
Honduras,Office Supplies,C,571136128,651.21,524.96,381645.92
Guinea,Clothes,M,889554679,109.28,35.84,281415.68
Dominica,Personal Care,L,757492578,81.73,56.67,438739.14
Uganda,Beverages,C,734373652,47.45,31.79,201485.02
Montenegro,Vegetables,H,999934232,154.06,90.93,146851.95
Belgium,Clothes,H,904223144,109.28,35.84,307399.68
Serbia,Household,M,317601716,668.27,502.54,2140820.4
Iceland,Personal Care,C,980743777,81.73,56.67,154879.11
United Arab Emirates,Baby Food,M,654635655,255.28,159.42,14826.06
Mali,Office Supplies,L,770576179,651.21,524.96,4971371.2
Costa Rica,Baby Food,L,580176675,255.28,159.42,960664.92
United Kingdom,Cereal,M,305360972,205.7,117.11,228598.72
San Marino,Household,L,688365399,668.27,502.54,740743.96
Cameroon,Baby Food,L,741738784,255.28,159.42,931650.48
Albania,Beverages,M,898342454,47.45,31.79,265446.5
Ethiopia,Meat,M,761350238,421.89,364.69,3394899.21
Switzerland,Office Supplies,L,454248464,651.21,524.96,561707.2
Germany,Household,C,170835959,668.27,502.54,1513650.48
Tonga,Household,M,625224053,668.27,502.54,3289626.84
Portugal,Cosmetics,H,801836574,437.2,263.33,30546.28
Gabon,Household,L,205409848,668.27,502.54,2107652.76
Pakistan,Household,H,210992705,668.27,502.54,3158463.9
Taiwan,Vegetables,C,913946473,154.06,90.93,538851.18
Malaysia,Fruits,M,679944980,9.33,6.92,67013.28
Honduras,Office Supplies,L,194974553,651.21,524.96,3232703.68
Burundi,Cosmetics,L,215334022,437.2,263.33,257273.41
Laos,Vegetables,C,217634713,154.06,90.93,163946.79
Solomon Islands,Baby Food,H,648800456,255.28,159.42,530549.76
Ukraine,Cereal,L,676067578,205.7,117.11,266425.25
Afghanistan,Office Supplies,C,436984908,651.21,524.96,1259904
Tunisia ,Household,M,589413774,668.27,502.54,4768602.06
Grenada,Household,L,961528003,668.27,502.54,3195149.32
Nigeria,Clothes,L,101813924,109.28,35.84,281594.88
Cambodia,Clothes,C,229070365,109.28,35.84,210237.44
Malaysia,Clothes,M,482408654,109.28,35.84,153968.64
Denmark,Vegetables,C,971252620,154.06,90.93,371721.84
Bhutan,Clothes,C,525338590,109.28,35.84,294533.12
Comoros,Cosmetics,L,744715392,437.2,263.33,1761414.37
Kiribati,Household,C,149744355,668.27,502.54,772403.98
Cuba,Office Supplies,L,931099307,651.21,524.96,961201.76
Macedonia,Cosmetics,C,399766576,437.2,263.33,2282544.44
Jamaica,Cereal,C,437044990,205.7,117.11,20962.69
Tunisia ,Household,H,744545876,668.27,502.54,3279073.5
The Gambia,Beverages,M,194193065,47.45,31.79,155707.42
Slovakia,Vegetables,M,878222882,154.06,90.93,411185.46
Bahrain,Personal Care,H,459184157,81.73,56.67,93562.17
Malta,Cereal,H,719938218,205.7,117.11,535426.92
Albania,Fruits,L,813658893,9.33,6.92,59525.84
Haiti,Office Supplies,C,413832509,651.21,524.96,572731.36
Eritrea,Baby Food,C,164257895,255.28,159.42,1022838.72
Senegal,Beverages,L,329046380,47.45,31.79,31503.89
Ukraine,Meat,C,342621791,421.89,364.69,3011245.33
Lebanon,Household,M,159720456,668.27,502.54,1852864.98
Ghana,Office Supplies,L,705391204,651.21,524.96,5137783.52
Nauru,Personal Care,C,724995362,81.73,56.67,61996.98
Zambia,Baby Food,C,834206759,255.28,159.42,1462359.66
Angola,Fruits,M,369011723,9.33,6.92,52758.08
Panama,Cosmetics,M,535709083,437.2,263.33,1863586.41
Turkmenistan,Cosmetics,C,360910165,437.2,263.33,50822.69
Senegal,Snacks,C,741538798,152.58,97.44,649340.16
Liechtenstein,Office Supplies,L,394831311,651.21,524.96,4312021.44
Gabon,Office Supplies,C,808336532,651.21,524.96,1888806.08
Lesotho,Baby Food,C,389915788,255.28,159.42,574071.42
The Gambia,Vegetables,L,317742908,154.06,90.93,549399.06
Mozambique,Office Supplies,C,490304219,651.21,524.96,403694.24
Greenland,Office Supplies,M,876398551,651.21,524.96,2447363.52
Czech Republic,Cosmetics,M,165137231,437.2,263.33,1746141.23
China,Personal Care,M,715944087,81.73,56.67,148475.4
Estonia,Office Supplies,L,908555448,651.21,524.96,316025.92
Italy,Office Supplies,L,993020141,651.21,524.96,2930326.72
Bahrain,Baby Food,C,839699494,255.28,159.42,732534.9
South Korea,Baby Food,H,389267337,255.28,159.42,272608.2
France,Household,C,102709996,668.27,502.54,1520183.5
Comoros,Meat,C,511326301,421.89,364.69,609032.3
Central African Republic,Household,H,866727578,668.27,502.54,1410127.24
Yemen,Household,C,490837657,668.27,502.54,4334407.5
United Arab Emirates,Vegetables,M,125892865,154.06,90.93,304706.43
Zambia,Baby Food,M,584442031,255.28,159.42,1313461.38
Estonia,Office Supplies,M,499346482,651.21,524.96,3452136.96
Kyrgyzstan,Snacks,L,373780047,152.58,97.44,845486.88
San Marino,Clothes,H,331229054,109.28,35.84,247045.12
Latvia,Cereal,C,565492331,205.7,117.11,70500.22
Slovakia,Meat,M,890681207,421.89,364.69,443827.73
Nigeria,Household,L,291219508,668.27,502.54,3607734.66
Macedonia,Baby Food,L,971843564,255.28,159.42,1428722.04
Costa Rica,Baby Food,M,707602202,255.28,159.42,648998.82
The Bahamas,Cereal,M,493856751,205.7,117.11,239138.62
Cambodia,Meat,M,496281039,421.89,364.69,3443767.67
Russia,Vegetables,M,500861394,154.06,90.93,443010.96
Sao Tome and Principe,Baby Food,C,363896644,255.28,159.42,630984.36
Nauru,Vegetables,L,461998116,154.06,90.93,396818.52
Vanuatu,Office Supplies,M,342089641,651.21,524.96,409993.76
South Korea,Cereal,L,971407544,205.7,117.11,1163370.74
Nicaragua,Fruits,L,687500655,9.33,6.92,38592.84
Mongolia,Meat,L,148230302,421.89,364.69,1274591.55
Iraq,Clothes,L,981770312,109.28,35.84,233210.88
Costa Rica,Vegetables,L,836607015,154.06,90.93,860379.66
Cyprus,Beverages,M,131539237,47.45,31.79,134726.02
Finland,Beverages,C,705678308,47.45,31.79,150938.92
Samoa ,Household,H,868448054,668.27,502.54,971409.82
Monaco,Vegetables,C,349584805,154.06,90.93,797183.31
Czech Republic,Vegetables,L,749137389,154.06,90.93,477928.08
Afghanistan,Household,C,587467133,668.27,502.54,1725722.36
Madagascar,Office Supplies,L,255247867,651.21,524.96,1244680.16
Japan,Office Supplies,C,663465917,651.21,524.96,1660448.48
South Korea,Household,C,993420112,668.27,502.54,1981012.68
Uganda,Baby Food,M,946721780,255.28,159.42,776056.56
Japan,Cosmetics,M,295294749,437.2,263.33,825012.89
Madagascar,Household,L,231375348,668.27,502.54,4001223.48
Zimbabwe,Cosmetics,L,217512404,437.2,263.33,1477017.97
Cambodia,Cosmetics,C,236567246,437.2,263.33,1148118.8
Taiwan,Cosmetics,L,341713702,437.2,263.33,2510324.89
Taiwan,Fruits,C,206438100,9.33,6.92,58653.92
Bulgaria,Baby Food,M,474539268,255.28,159.42,887809.98
Swaziland,Vegetables,M,510128533,154.06,90.93,656878.32
Moldova ,Personal Care,H,647629725,81.73,56.67,390002.94
Latvia,Personal Care,C,841779172,81.73,56.67,1020.06
Saint Lucia,Office Supplies,L,217625701,651.21,524.96,4796034.56
Fiji,Snacks,M,220530641,152.58,97.44,854743.68
Kosovo,Clothes,C,566167819,109.28,35.84,17704.96
North Korea,Clothes,L,590523564,109.28,35.84,283136
Denmark,Personal Care,H,599896705,81.73,56.67,91862.07
United States of America,Clothes,M,520898568,109.28,35.84,154721.28
Latvia,Snacks,C,350452983,152.58,97.44,553459.2
San Marino,Baby Food,H,605796277,255.28,159.42,1185287.7
Guinea,Snacks,H,974477279,152.58,97.44,812357.28
Vietnam,Office Supplies,C,764357316,651.21,524.96,4813883.2
Sierra Leone,Baby Food,M,253610217,255.28,159.42,1236142.68
Nepal,Personal Care,M,240722310,81.73,56.67,223053.12
Hungary,Fruits,L,694492423,9.33,6.92,31804.32
Thailand,Beverages,M,304031884,47.45,31.79,274856.34
Kuwait,Meat,M,528764522,421.89,364.69,739226.63
Belgium,Household,L,648426663,668.27,502.54,1363893.56
Canada,Cosmetics,M,913067138,437.2,263.33,1503877.63
Uganda,Personal Care,M,293047273,81.73,56.67,456476.85
Madagascar,Personal Care,C,529040896,81.73,56.67,216082.71
Spain,Office Supplies,M,282034337,651.21,524.96,4768211.68
Botswana,Clothes,L,983326423,109.28,35.84,250700.8
Sudan,Personal Care,C,984528481,81.73,56.67,153632.37
Maldives,Office Supplies,C,507564342,651.21,524.96,4421738.08
Philippines,Fruits,M,294670331,9.33,6.92,57809.68
Jordan,Cosmetics,L,258395278,437.2,263.33,990120.8
Portugal,Cosmetics,L,831600511,437.2,263.33,2087153.58
Monaco,Fruits,M,717459857,9.33,6.92,8096.4
Ukraine,Cosmetics,H,939459645,437.2,263.33,1538110.53
Slovenia,Clothes,C,791398704,109.28,35.84,47237.12
South Korea,Personal Care,C,987388360,81.73,56.67,510766.71
Armenia,Vegetables,M,511852443,154.06,90.93,669881.31
Vietnam,Meat,L,669527280,421.89,364.69,2499949.95
Tonga,Personal Care,C,135461699,81.73,56.67,282329.94
Laos,Beverages,M,805017030,47.45,31.79,40786.57
China,Snacks,C,143867099,152.58,97.44,226645.44
Kosovo,Office Supplies,M,637998235,651.21,524.96,3522481.6
Maldives,Baby Food,M,343709266,255.28,159.42,10362.3
Uganda,Meat,L,537611520,421.89,364.69,18234.5
Malaysia,Baby Food,H,766628825,255.28,159.42,216811.2
Benin,Fruits,C,197997510,9.33,6.92,4968.56
Iran,Fruits,L,769266402,9.33,6.92,12995.76
Papua New Guinea,Personal Care,M,438296830,81.73,56.67,35532.09
Mauritius ,Baby Food,H,833262622,255.28,159.42,1559446.44
Iceland,Cereal,L,502650105,205.7,117.11,490808.01
Burundi,Office Supplies,M,765258109,651.21,524.96,3010645.6
Burkina Faso,Fruits,L,760197961,9.33,6.92,57609
Burundi,Cereal,L,596893489,205.7,117.11,339970.33
East Timor,Cosmetics,M,905081021,437.2,263.33,643051.86
Bhutan,Clothes,C,584809386,109.28,35.84,249016.32
Malta,Snacks,M,856439912,152.58,97.44,824050.08
Laos,Personal Care,C,310646426,81.73,56.67,342060.12
Democratic Republic of the Congo,Clothes,M,758415257,109.28,35.84,28062.72
Antigua and Barbuda ,Meat,M,481045234,421.89,364.69,302328.01
Honduras,Meat,L,980147683,421.89,364.69,2310311.15
Ireland,Meat,C,227646434,421.89,364.69,1638552.17
Egypt,Cereal,M,315777814,205.7,117.11,530156.97
Cote d'Ivoire,Baby Food,M,707090651,255.28,159.42,429158.64
Botswana,Meat,C,484446275,421.89,364.69,2652390.37
China,Cosmetics,C,601018512,437.2,263.33,944828.04
Burkina Faso,Vegetables,M,730293691,154.06,90.93,817187.91
Kiribati,Fruits,H,616070640,9.33,6.92,54308.16
Tonga,Baby Food,L,522460687,255.28,159.42,1049302.44
Liechtenstein,Snacks,M,783887660,152.58,97.44,841199.52
Saint Vincent and the Grenadines,Household,C,455087888,668.27,502.54,4761063.96
Dominican Republic,Personal Care,C,461110198,81.73,56.67,91182.03
Papua New Guinea,Vegetables,C,447315919,154.06,90.93,870745.68
East Timor,Clothes,C,129378879,109.28,35.84,177049.6
Slovenia,Office Supplies,M,643285405,651.21,524.96,682972.96
Nepal,Fruits,M,495334327,9.33,6.92,64286.8
India,Personal Care,H,512136971,81.73,56.67,88745.22
Bhutan,Baby Food,H,690617167,255.28,159.42,1246983.24
Honduras,Clothes,H,648011243,109.28,35.84,350586.88
Rwanda,Office Supplies,C,971868026,651.21,524.96,3255276.96
Barbados,Baby Food,H,970048844,255.28,159.42,1253838.3
Japan,Snacks,M,920727527,152.58,97.44,252467.04
Malta,Beverages,H,722390401,47.45,31.79,7248.12
United Arab Emirates,Vegetables,H,343836295,154.06,90.93,696069.15
Tuvalu,Snacks,C,274176537,152.58,97.44,368810.4
Montenegro,Personal Care,L,172834956,81.73,56.67,258358.53
Cyprus,Baby Food,L,219547879,255.28,159.42,1267548.42
Eritrea,Cosmetics,M,664364135,437.2,263.33,2361016.78
Comoros,Vegetables,M,477645051,154.06,90.93,421915.2
Guatemala,Vegetables,C,500064456,154.06,90.93,822007.2
Comoros,Office Supplies,M,292608678,651.21,524.96,4338794.4
Central African Republic,Cosmetics,L,386576545,437.2,263.33,1433831.85
Thailand,Household,C,933579385,668.27,502.54,2885082.14
Federated States of Micronesia,Office Supplies,C,355541026,651.21,524.96,706071.2
Bhutan,Fruits,L,294697797,9.33,6.92,44855.44
Canada,Personal Care,C,663598525,81.73,56.67,136291.35
Saint Vincent and the Grenadines,Cereal,M,995104539,205.7,117.11,281181.11
South Africa,Beverages,H,892389667,47.45,31.79,215790.52
Guatemala,Clothes,H,478940236,109.28,35.84,283637.76
Saint Vincent and the Grenadines,Personal Care,M,848555076,81.73,56.67,292360.53
Burundi,Clothes,L,915345513,109.28,35.84,355998.72
Liberia,Cosmetics,M,563735377,437.2,263.33,179064.4
East Timor,Cosmetics,H,198460996,437.2,263.33,2073460.42
Portugal,Office Supplies,L,294571197,651.21,524.96,4734089.28
Saint Kitts and Nevis ,Baby Food,C,947427308,255.28,159.42,581723.58
Philippines,Office Supplies,L,522703158,651.21,524.96,4375541.6
Hungary,Clothes,L,606385076,109.28,35.84,59996.16
Hungary,Fruits,H,154771888,9.33,6.92,64328.32
Zimbabwe,Beverages,H,444474923,47.45,31.79,281722.98
Libya,Clothes,H,122418010,109.28,35.84,181493.76
Estonia,Personal Care,L,155837476,81.73,56.67,262212.09
Lesotho,Office Supplies,C,682282149,651.21,524.96,685072.8
East Timor,Clothes,M,559613358,109.28,35.84,31646.72
Vatican City,Meat,C,516004931,421.89,364.69,2254148.89
Saudi Arabia,Baby Food,H,899943196,255.28,159.42,326013.9
Singapore,Baby Food,L,330226981,255.28,159.42,56912.94
Malaysia,Clothes,L,645967614,109.28,35.84,180167.68
Poland,Clothes,L,156588923,109.28,35.84,250772.48
San Marino,Cosmetics,H,391827237,437.2,263.33,2433695.86
Ethiopia,Vegetables,L,251731383,154.06,90.93,160491.45
The Gambia,Cosmetics,C,956662690,437.2,263.33,1739031.32
Lithuania,Beverages,L,197294986,47.45,31.79,89806.75
Romania,Vegetables,C,684614598,154.06,90.93,138941.04
Sri Lanka,Personal Care,C,699920356,81.73,56.67,47716.14
Latvia,Cosmetics,M,844823586,437.2,263.33,244370.24
Kenya,Cereal,C,891248118,205.7,117.11,1051530.69
Guatemala,Clothes,H,231430280,109.28,35.84,151173.12
Grenada,Beverages,M,127918899,47.45,31.79,92191
Kosovo,Baby Food,H,563575303,255.28,159.42,527839.62
Tuvalu,Office Supplies,M,691573321,651.21,524.96,403694.24
Bosnia and Herzegovina,Personal Care,H,185399281,81.73,56.67,148588.74
Nicaragua,Household,H,588852012,668.27,502.54,1633757.54
Afghanistan,Snacks,C,366042840,152.58,97.44,883293.6
Montenegro,Vegetables,H,751395595,154.06,90.93,319073.37
Papua New Guinea,Baby Food,C,799646604,255.28,159.42,327608.1
El Salvador,Baby Food,M,535844695,255.28,159.42,1149099.36
Malaysia,Beverages,C,505351197,47.45,31.79,111392.16
Canada,Snacks,M,423839938,152.58,97.44,244671.84
Bhutan,Vegetables,M,527297246,154.06,90.93,711800.04
Zimbabwe,Cereal,C,222021949,205.7,117.11,9720.13
Belize,Meat,H,334625375,421.89,364.69,707133.91
Botswana,Vegetables,C,862031352,154.06,90.93,280791.84
Mauritius ,Clothes,M,521476209,109.28,35.84,188267.52
Tonga,Cosmetics,L,800508773,437.2,263.33,1893342.7
North Korea,Snacks,C,106990373,152.58,97.44,943608.96
Andorra,Beverages,C,519094836,47.45,31.79,17548.08
Mauritius ,Office Supplies,M,135308492,651.21,524.96,5062714.24
Oman,Meat,H,724430167,421.89,364.69,1400409.6
Zimbabwe,Baby Food,L,975571191,255.28,159.42,326811
Equatorial Guinea,Snacks,H,548155391,152.58,97.44,21047.04
Liechtenstein,Household,H,521919095,668.27,502.54,3172535.02
Cambodia,Vegetables,C,246911132,154.06,90.93,486111.78
Costa Rica,Fruits,C,493492829,9.33,6.92,30102
Russia,Fruits,H,302338016,9.33,6.92,51152.64
Tonga,Personal Care,L,134433019,81.73,56.67,32415.24
Lesotho,Clothes,C,521076667,109.28,35.84,251596.8
Monaco,Beverages,M,713880288,47.45,31.79,60273.84
Sudan,Meat,M,934767711,421.89,364.69,2696153.17
Samoa ,Meat,H,125975263,421.89,364.69,2820877.15
Kiribati,Cereal,L,900051772,205.7,117.11,488934.25
Togo,Cosmetics,H,989858567,437.2,263.33,526.66
Iceland,Clothes,M,898569476,109.28,35.84,198231.04
Guinea,Personal Care,L,749670827,81.73,56.67,176357.04
South Africa,Personal Care,H,736961448,81.73,56.67,120367.08
Iceland,Cosmetics,L,674552667,437.2,263.33,1047790.07
Georgia,Fruits,C,446868312,9.33,6.92,49263.48
Kenya,Cereal,C,458644711,205.7,117.11,236210.87
Bangladesh,Vegetables,C,284930694,154.06,90.93,561856.47
Albania,Fruits,M,921087586,9.33,6.92,63248.8
Qatar,Cosmetics,C,732789218,437.2,263.33,1966811.77
Lithuania,Cosmetics,H,406021916,437.2,263.33,2570890.79
Cote d'Ivoire,Household,M,697084510,668.27,502.54,830196.08
Tuvalu,Office Supplies,L,182588326,651.21,524.96,418918.08
Lithuania,Household,M,209457194,668.27,502.54,951308.22
Laos,Cosmetics,L,844927442,437.2,263.33,437391.13
Poland,Clothes,M,426547896,109.28,35.84,138199.04
Marshall Islands,Cosmetics,L,512179887,437.2,263.33,1123102.45
Belarus,Cereal,C,929997241,205.7,117.11,668112.55
Azerbaijan,Cereal,C,228486287,205.7,117.11,354257.75
El Salvador,Snacks,H,626445853,152.58,97.44,789653.76
Vatican City,Meat,C,362987267,421.89,364.69,1770205.26
Austria,Personal Care,C,447534358,81.73,56.67,238977.39
Nepal,Office Supplies,M,609823453,651.21,524.96,4811783.36
Antigua and Barbuda ,Cereal,L,649903380,205.7,117.11,1136786.77
Azerbaijan,Household,C,888135468,668.27,502.54,3958005.04
Mali,Office Supplies,M,815193545,651.21,524.96,1438390.4
Albania,Cereal,C,442063939,205.7,117.11,632159.78
Djibouti,Clothes,C,750045478,109.28,35.84,142607.36
Somalia,Baby Food,M,540749490,255.28,159.42,1378345.32
Tunisia ,Snacks,C,486099803,152.58,97.44,642032.16
Singapore,Personal Care,M,878332746,81.73,56.67,398560.11
Greenland,Cereal,C,279997146,205.7,117.11,729829.52
Iran,Household,L,473954331,668.27,502.54,1243283.96
China,Beverages,H,613378131,47.45,31.79,34142.46
Vanuatu,Baby Food,M,371754872,255.28,159.42,1495837.86
Ireland,Fruits,L,392883384,9.33,6.92,12310.68
Hungary,Snacks,L,940874993,152.58,97.44,455434.56
Greenland,Beverages,H,550153529,47.45,31.79,48002.9
Georgia,Meat,M,975455319,421.89,364.69,2830359.09
Benin,Meat,H,441829192,421.89,364.69,2162976.39
Saudi Arabia,Clothes,H,394636476,109.28,35.84,19998.72
Kuwait,Cosmetics,H,549550998,437.2,263.33,844499.31
Cuba,Office Supplies,L,242559087,651.21,524.96,3926175.84
Malawi,Cereal,L,679959571,205.7,117.11,468674.22
Iran,Household,L,888363778,668.27,502.54,2732812.52
Lithuania,Snacks,C,864695537,152.58,97.44,144211.2
Mongolia,Snacks,H,226191174,152.58,97.44,375144
Jordan,Cereal,C,460399520,205.7,117.11,152711.44
