Australia and Oceania,Online,562921702,9896,4175023.44,566051.2
Middle East and North Africa,Offline,231814801,8006,3377651.34,457943.2
Europe,Offline,400764358,3934,1719944.8,684004.58
Asia,Offline,152631700,5967,3987567.09,988910.91
Asia,Online,440590655,9421,6295771.67,1561342.33
Central America and the Caribbean,Online,938127553,1645,1071240.45,207681.25
Sub-Saharan Africa,Offline,489041221,7020,3069144,1220567.4
Australia and Oceania,Offline,257442986,1956,402349.2,173282.04
Europe,Offline,577756679,9895,1524423.7,624671.35
Australia and Oceania,Online,504718625,6312,299504.4,98845.92
Middle East and North Africa,Offline,963377654,3711,405538.08,272535.84
Asia,Offline,699095094,6629,724417.12,486833.76
North America,Offline,327544772,6632,4431966.64,1099121.36
Sub-Saharan Africa,Offline,984713017,7319,68286.27,17638.79
Asia,Online,276898658,9321,4075141.2,1620642.27
Sub-Saharan Africa,Online,830713021,5298,808368.84,292131.72
Central America and the Caribbean,Online,843079936,4943,234545.35,77407.38
Middle East and North Africa,Online,831235730,9979,6668666.33,1653819.67
Europe,Online,482729232,9162,3865356.18,524066.4
Europe,Online,905421769,3277,2189920.79,543097.21
Asia,Offline,577487170,142,1324.86,342.22
Sub-Saharan Africa,Online,297411763,9605,6254872.05,1212631.25
Middle East and North Africa,Offline,933994376,8546,3736311.2,1485893.02
Europe,Online,276346337,5877,905410.62,371015.01
Europe,Offline,683891475,7540,1924811.2,722784.4
Asia,Offline,536366117,1508,1007751.16,249920.84
Europe,Online,983819091,2786,25993.38,6714.26
Europe,Offline,996611726,8411,78474.63,20270.51
Middle East and North Africa,Online,515417850,2450,22858.5,5904.5
Europe,Online,901223790,1002,669606.54,166061.46
Central America and the Caribbean,Offline,885328376,7195,1836739.6,689712.7
Europe,Online,619342935,6192,4032292.32,781740
North America,Online,325191295,185,1726.05,445.85
Asia,Offline,745109784,3398,277718.54,85153.88
Middle East and North Africa,Offline,891647231,7085,4734692.95,1174197.05
Australia and Oceania,Online,297664964,4532,1981390.4,787978.84
Australia and Oceania,Offline,366336810,6058,933295.48,382441.54
North America,Online,321149098,4010,438212.8,294494.4
North America,Offline,355900657,7768,5058599.28,980710
Central America and the Caribbean,Offline,284702813,8744,955544.32,642159.36
Sub-Saharan Africa,Online,891979396,5380,439707.4,134822.8
Middle East and North Africa,Online,782466733,8149,76030.17,19639.09
Asia,Online,431213653,4557,2967563.97,575321.25
Sub-Saharan Africa,Online,833581483,4140,637808.4,261358.2
Sub-Saharan Africa,Offline,355244052,3464,32319.12,8348.24
North America,Online,582187688,1129,735216.09,142536.25
Middle East and North Africa,Online,470711219,2765,568760.5,244951.35
Central America and the Caribbean,Offline,397425973,6032,1240782.4,534374.88
Sub-Saharan Africa,Offline,809255778,5623,459567.79,140912.38
Sub-Saharan Africa,Online,873436963,8262,5380297.02,1043077.5
Europe,Online,727518355,7703,5016270.63,972503.75
Sub-Saharan Africa,Online,129361283,9733,1499465.98,614444.29
Central America and the Caribbean,Offline,707139575,7169,1093846.02,395298.66
Sub-Saharan Africa,Offline,109339559,4860,3164880.6,613575
Australia and Oceania,Online,554760062,4685,511976.8,344066.4
Europe,Offline,282512414,556,243083.2,96671.72
Europe,Online,302020442,3415,702465.5,302534.85
Europe,Offline,343020474,6236,681470.08,457971.84
Europe,Online,205561339,9023,1390083.38,569621.99
Europe,Offline,210004365,3813,180926.85,59711.58
Australia and Oceania,Online,747023379,9673,1057065.44,710385.12
Asia,Offline,927604711,7702,3249396.78,440554.4
Australia and Oceania,Online,833047187,6030,928981.8,380673.9
Central America and the Caribbean,Offline,164962136,4817,734977.86,265609.38
Europe,Offline,495273387,1256,191640.48,69255.84
Central America and the Caribbean,Online,316217267,4571,1166884.88,438176.06
Middle East and North Africa,Offline,890342605,1017,48256.65,15926.22
Sub-Saharan Africa,Offline,400510728,8879,2266631.12,851140.94
Asia,Offline,699895465,3476,379857.28,255277.44
Middle East and North Africa,Online,561983144,2156,1404008.76,272195
Europe,Online,630572593,9298,6054950.58,1173872.5
Asia,Offline,269775140,1314,878106.78,217769.22
Europe,Offline,714014613,1646,134527.58,41248.76
Middle East and North Africa,Offline,118027341,5768,1472455.04,552920.48
Middle East and North Africa,Online,306862151,6185,293478.25,96857.1
Asia,Online,925880372,7432,3249270.4,1292201.84
Asia,Offline,790755832,1078,720395.06,178656.94
Middle East and North Africa,Offline,137474858,720,34164,11275.2
Sub-Saharan Africa,Online,172336280,6990,763867.2,513345.6
Middle East and North Africa,Offline,821951425,2547,208166.31,63827.82
Middle East and North Africa,Offline,283244121,7084,1457178.8,627571.56
Europe,Online,873450696,2326,1514714.46,293657.5
Central America and the Caribbean,Offline,480119979,7026,1445248.2,622433.34
Sub-Saharan Africa,Online,211113297,1971,18389.43,4750.11
Europe,Online,344604480,4978,2176381.6,865524.86
Middle East and North Africa,Online,779079854,5897,644424.16,433075.68
Asia,Offline,583338248,1606,702143.2,279235.22
Europe,Offline,246490991,1017,156679.02,64203.21
Sub-Saharan Africa,Offline,327961909,72,14810.4,6378.48
Middle East and North Africa,Offline,107487332,6745,1387446.5,597539.55
Central America and the Caribbean,Online,735116088,6041,56362.53,14558.81
Asia,Offline,281209504,4996,1275378.88,478916.56
Australia and Oceania,Online,486441409,7678,1960039.84,736013.08
Central America and the Caribbean,Online,911798131,184,122961.68,30494.32
Central America and the Caribbean,Online,288578498,5645,3676080.45,712681.25
Central America and the Caribbean,Offline,568393838,9222,3890669.58,527498.4
Europe,Online,173167979,3108,28997.64,7490.28
Australia and Oceania,Online,745137250,1526,1019780.02,252903.98
Europe,Offline,396850478,5730,1462754.4,549277.8
Middle East and North Africa,Online,461168992,9008,1852945.6,798018.72
Europe,Offline,541266620,1676,427849.28,160661.36
Central America and the Caribbean,Online,760629689,6083,3961310.43,767978.75
Sub-Saharan Africa,Online,413057029,1609,703454.8,279756.83
Middle East and North Africa,Online,212659966,9665,2467281.2,926486.9
Europe,Offline,943862330,8693,5660968.53,1097491.25
Asia,Offline,311400449,9168,2340407.04,878844.48
Central America and the Caribbean,Online,590323150,8593,80172.69,20709.13
Middle East and North Africa,Offline,975991761,6506,1002314.36,410723.78
Sub-Saharan Africa,Offline,734080111,9473,1445390.34,522341.22
Europe,Online,550574529,6093,4071769.11,1009792.89
North America,Online,281773841,1996,18622.68,4810.36
Central America and the Caribbean,Online,304289376,4843,3153810.03,611428.75
Sub-Saharan Africa,Online,165044963,9327,1436917.62,588813.51
Central America and the Caribbean,Online,831276929,2171,237246.88,159438.24
Asia,Offline,640534102,7130,582734.9,178677.8
Sub-Saharan Africa,Offline,250677812,9990,4214681.1,571428
Europe,Online,389881885,3569,33298.77,8601.29
Europe,Online,506632649,2714,418118.84,171334.82
Europe,Online,119728934,9307,6060811.47,1175008.75
Sub-Saharan Africa,Online,168282067,7258,793154.24,533027.52
Europe,Online,761715877,7510,820692.8,551534.4
Sub-Saharan Africa,Offline,729766690,3036,331774.08,222963.84
Asia,Offline,772483336,3840,182208,60134.4
Central America and the Caribbean,Offline,310227143,1960,301957.6,123734.8
Europe,Online,633671939,6463,1329439.1,572557.17
Sub-Saharan Africa,Offline,853804051,8447,1737547.9,748319.73
North America,Offline,151922309,6042,930830.52,381431.46
Europe,Offline,929638040,9409,3969563.01,538194.8
Sub-Saharan Africa,Online,258875072,5741,3738596.61,724801.25
Asia,Online,231869733,4261,2847498.47,706175.53
Asia,Offline,311170852,1225,58126.25,19183.5
Europe,Online,479639756,4917,2074433.13,281252.4
Asia,Online,790450274,657,167718.96,62980.02
Sub-Saharan Africa,Online,917088735,5791,3869951.57,959742.43
Middle East and North Africa,Offline,603353965,4701,717278.58,259213.14
Middle East and North Africa,Online,113357293,3797,1601916.33,217188.4
Europe,Online,681522548,6522,1341575.4,577783.98
Central America and the Caribbean,Offline,462586057,8349,77896.17,20121.09
Middle East and North Africa,Online,381596648,1783,274688.98,112560.79
Middle East and North Africa,Online,983915650,1361,207661.38,75045.54
Sub-Saharan Africa,Online,185216891,8649,1319664.42,476905.86
Sub-Saharan Africa,Offline,921486699,7247,791952.16,532219.68
Central America and the Caribbean,Offline,799023902,7784,636186.32,195067.04
Sub-Saharan Africa,Offline,644439828,2921,238733.33,73200.26
Sub-Saharan Africa,Online,454658305,2351,1530994.71,296813.75
North America,Online,746915662,7797,5077484.37,984371.25
Sub-Saharan Africa,Online,308760726,8015,380311.75,125514.9
Europe,Online,248054826,3790,779603,335756.1
North America,Offline,842971789,2940,1285368,511177.8
Central America and the Caribbean,Online,191997945,5313,49570.29,12804.33
Asia,Offline,963932120,7790,5072925.9,983487.5
Middle East and North Africa,Online,947885644,9281,6043880.01,1171726.25
Asia,Offline,703282344,5729,882609.74,361671.77
Middle East and North Africa,Offline,409858548,5107,3412854.89,846383.11
Sub-Saharan Africa,Offline,317663085,2421,1576579.41,305651.25
Australia and Oceania,Offline,297057282,4706,223299.7,73695.96
Sub-Saharan Africa,Online,288714969,6030,286123.5,94429.8
Sub-Saharan Africa,Offline,753622472,2491,380076.78,137353.74
Sub-Saharan Africa,Online,423078620,7220,1843121.6,692109.2
Sub-Saharan Africa,Offline,348694741,5378,587707.84,394960.32
Europe,Offline,752394664,9156,5962478.76,1155945
Australia and Oceania,Offline,576414716,2778,131816.1,43503.48
Australia and Oceania,Online,633303725,7501,613056.73,187975.06
Europe,Online,455923020,6608,2889017.6,1148932.96
Sub-Saharan Africa,Online,547446429,419,63931.02,23103.66
Sub-Saharan Africa,Offline,131360280,1281,560053.2,222727.47
Australia and Oceania,Online,301463401,8574,3748552.8,1490761.38
Australia and Oceania,Offline,871867120,3710,2415989.1,468387.5
Australia and Oceania,Offline,826995265,5131,2164717.59,293493.2
Sub-Saharan Africa,Online,571584165,3311,157106.95,51850.26
Asia,Online,580682647,5754,2515648.8,1000447.98
Sub-Saharan Africa,Online,949652040,1997,163214.81,50044.82
Sub-Saharan Africa,Offline,944166171,8606,703368.38,215666.36
Central America and the Caribbean,Offline,350211369,4182,1828370.4,727124.34
Sub-Saharan Africa,Online,824086463,4352,2908311.04,721256.96
Sub-Saharan Africa,Offline,942402780,6780,1730798.4,649930.8
Asia,Online,252084147,6156,948393.36,388628.28
Europe,Online,620366895,9205,1418122.3,581111.65
Sub-Saharan Africa,Offline,384799849,9681,459363.45,151604.46
Sub-Saharan Africa,Offline,203244340,3372,160001.4,52805.52
Asia,Online,803874194,3093,146762.85,48436.38
Europe,Offline,735175740,3694,1558461.66,211296.8
Sub-Saharan Africa,Offline,415947806,7054,3084008.8,1226478.98
Europe,Online,785301721,7085,4613822.85,894481.25
Asia,Offline,152661311,4729,386501.17,118508.74
Europe,Online,947762906,2960,140452,46353.6
Sub-Saharan Africa,Online,270655333,1783,1191525.41,295496.59
Asia,Offline,241699922,3233,493291.14,178267.62
Sub-Saharan Africa,Offline,351570498,6378,521273.94,159832.68
Sub-Saharan Africa,Offline,611253392,2317,353527.86,127759.38
Middle East and North Africa,Online,202047431,9180,3872950.2,525096
Middle East and North Africa,Online,625563943,7127,1097985.62,449927.51
Middle East and North Africa,Offline,753726756,3351,1465057.2,582638.37
Central America and the Caribbean,Offline,878772199,7077,2985715.53,404804.4
Asia,Online,463249099,4558,1163566.24,436929.88
Middle East and North Africa,Online,390018784,4080,1783776,709389.6
Asia,Offline,712255084,962,626464.02,121452.5
North America,Online,203444325,2552,524946.4,226081.68
Australia and Oceania,Online,407385337,3229,2102757.09,407661.25
Europe,Online,688189446,9405,768670.65,235689.3
Central America and the Caribbean,Offline,480280482,4522,3021916.94,749431.06
Australia and Oceania,Offline,638394773,4055,443130.4,297799.2
Europe,Offline,287581145,506,77205.48,27900.84
Europe,Offline,873200929,8414,5622823.78,1394452.22
Europe,Online,310927951,9345,4085634,1624815.15
Middle East and North Africa,Offline,636748540,6898,1052496.84,380355.72
Europe,Offline,356961524,1702,139104.46,42652.12
Europe,Online,298178231,6420,701577.6,471484.8
Central America and the Caribbean,Offline,457322490,742,189417.76,71128.12
Sub-Saharan Africa,Offline,451630628,6394,2697564.66,365736.8
Australia and Oceania,Online,868651473,2129,324842.82,117393.06
Sub-Saharan Africa,Online,116246354,8734,2229615.52,837241.24
Sub-Saharan Africa,Online,272589099,4027,2622422.67,508408.75
Asia,Online,336166036,7855,2005224.4,752980.3
Asia,Offline,275775992,7099,1083165.42,391438.86
Middle East and North Africa,Online,580530297,670,73217.6,49204.8
Europe,Offline,909852778,4511,492962.08,331287.84
Europe,Online,543479764,6594,4294078.74,832492.5
Middle East and North Africa,Offline,631460082,1926,210473.28,141445.44
Sub-Saharan Africa,Online,144155061,7541,1551183.7,668057.19
Sub-Saharan Africa,Offline,822238528,7507,1544189.9,665045.13
Middle East and North Africa,Offline,426696813,7924,3464372.8,1377745.88
Sub-Saharan Africa,Offline,388828742,1920,292953.6,105868.8
Middle East and North Africa,Online,860245645,4658,43459.14,11225.78
Europe,Offline,262871348,8328,910083.84,611608.32
Australia and Oceania,Online,238942182,7156,1102453.36,451758.28
Europe,Offline,701006972,2396,369127.76,151259.48
Sub-Saharan Africa,Online,281927049,7334,3094141.26,419504.8
Europe,Online,384876239,2287,348950.46,126105.18
Asia,Offline,233340871,9604,89605.32,23145.64
Middle East and North Africa,Offline,921119773,8665,5642734.65,1093956.25
Sub-Saharan Africa,Offline,462324273,881,224901.68,84452.66
Central America and the Caribbean,Offline,541378200,4695,513069.6,344800.8
Sub-Saharan Africa,Offline,663017880,579,147807.12,55502.94
Sub-Saharan Africa,Offline,402292144,6040,930522.4,381305.2
Central America and the Caribbean,Offline,754562318,613,156486.64,58762.18
Asia,Offline,985502231,865,364934.85,49478
Sub-Saharan Africa,Offline,881098210,5395,823169.1,297480.3
Europe,Online,297649085,9834,91751.22,23699.94
Sub-Saharan Africa,Online,511766183,1841,201184.48,135203.04
Europe,Offline,170373332,6110,3978893.1,771387.5
Asia,Online,240706861,9364,2390441.92,897633.04
Europe,Offline,860315597,5358,2260486.62,306477.6
Sub-Saharan Africa,Offline,887060868,9878,4167429.42,565021.6
Sub-Saharan Africa,Offline,149116504,5742,627485.76,421692.48
Europe,Offline,794968831,7798,852165.44,572685.12
Europe,Offline,543416678,7926,3465247.2,1378093.62
Sub-Saharan Africa,Online,333571374,37,5700.22,2335.81
Asia,Online,274856746,5074,3390801.98,840914.02
Asia,Offline,997009122,6010,925900.6,379411.3
Sub-Saharan Africa,Offline,500077331,2850,232930.5,71421
Europe,Offline,904422700,7630,623599.9,191207.8
Middle East and North Africa,Online,800719058,9418,1450937.08,594558.34
Central America and the Caribbean,Offline,199952733,9312,1420824.96,513463.68
Sub-Saharan Africa,Online,983422553,5442,258222.9,85221.72
Asia,Offline,152739846,7970,5190143.7,1006212.5
Sub-Saharan Africa,Online,179828441,4087,840695.9,362067.33
Asia,Offline,456924664,3017,1272842.13,172572.4
Asia,Online,446577346,1015,660978.15,128143.75
Asia,Online,131647813,6368,1309897.6,564141.12
Asia,Offline,465309894,4393,903640.1,389175.87
Europe,Online,221049916,2437,1628573.99,403884.01
Sub-Saharan Africa,Offline,942666709,4882,2134410.4,848833.34
Sub-Saharan Africa,Offline,194271600,8138,889320.64,597654.72
Sub-Saharan Africa,Offline,110288417,5648,2382834.72,323065.6
Europe,Online,645453488,2885,1878740.85,364231.25
Europe,Online,924815642,2355,192474.15,59016.3
Central America and the Caribbean,Offline,593736207,8593,5742444.11,1424117.89
Asia,Offline,267889010,3166,2115742.82,524701.18
Sub-Saharan Africa,Offline,183260381,9674,1989941.8,857019.66
Europe,Online,646149146,8746,955762.88,642306.24
Asia,Online,683166635,3043,625945.1,269579.37
Europe,Offline,291236674,2259,1509621.93,374384.07
Asia,Offline,887595593,8115,1238186.7,447461.1
Middle East and North Africa,Online,359792220,9368,2391463.04,898016.48
Europe,Offline,715687882,6803,2974271.6,1182837.61
Middle East and North Africa,Offline,433456408,8238,1256954.04,454243.32
Central America and the Caribbean,Offline,311584126,3522,537386.76,194203.08
Asia,Offline,318869864,9534,6208636.14,1203667.5
Europe,Offline,944424951,5185,48376.05,12495.85
Sub-Saharan Africa,Offline,947673213,6418,988757.08,405168.34
Central America and the Caribbean,Offline,508350980,1206,785359.26,152257.5
Central America and the Caribbean,Online,776507079,4555,42498.15,10977.55
Sub-Saharan Africa,Online,722502839,3501,2279886.21,442001.25
Sub-Saharan Africa,Offline,287012088,2110,1374053.1,266387.5
Central America and the Caribbean,Offline,831021153,6481,708243.68,475964.64
Asia,Offline,185828864,9745,1486892.1,537339.3
Sub-Saharan Africa,Offline,303046548,7063,1077672.54,389453.82
Europe,Online,504598033,626,5840.58,1508.66
Asia,Online,632719647,4659,1189349.52,446611.74
Australia and Oceania,Offline,599960219,416,3881.28,1002.56
Asia,Offline,839181077,1184,56180.8,18541.44
Asia,Online,953556048,7280,1497496,644935.2
Europe,Offline,166571462,1052,685072.92,132815
Central America and the Caribbean,Online,472026145,1881,205555.68,138140.64
Europe,Offline,784031426,1177,128622.56,86438.88
Middle East and North Africa,Offline,987011134,7383,3227847.6,1283682.21
Sub-Saharan Africa,Online,585701596,973,9078.09,2344.93
Europe,Offline,955151641,9451,6315819.77,1566314.23
Europe,Offline,390722596,2354,1573107.58,390128.42
Europe,Online,858088290,6249,510730.77,156599.94
Sub-Saharan Africa,Online,343235051,9734,6504940.18,1613215.82
Sub-Saharan Africa,Offline,502461707,8440,1736108,747699.6
Asia,Online,812379586,27,2950.56,1982.88
Sub-Saharan Africa,Offline,819912517,9189,1004173.92,674840.16
Australia and Oceania,Online,592296826,2648,125647.6,41467.68
Middle East and North Africa,Offline,267081344,4160,38812.8,10025.6
Sub-Saharan Africa,Online,502127397,9510,88728.3,22919.1
Sub-Saharan Africa,Offline,225608813,1516,165668.48,111335.04
Europe,Online,686011922,5027,46901.91,12115.07
Asia,Online,502135550,1923,1252276.83,242778.75
Europe,Online,613091027,6114,3981497.94,771892.5
Australia and Oceania,Offline,228302180,8543,1303490.94,471061.02
Sub-Saharan Africa,Online,877505338,2184,333234.72,120425.76
Sub-Saharan Africa,Online,560749328,7042,769549.76,517164.48
Asia,Offline,498395478,5152,2173577.28,294694.4
Sub-Saharan Africa,Offline,181117618,5583,52089.39,13455.03
Europe,Online,519902074,9432,447548.4,147705.12
Central America and the Caribbean,Online,696047675,4830,2037728.7,276276
Asia,Online,411165750,1937,1294438.99,321019.01
Europe,Offline,337180125,7947,3474428.4,1381744.89
Sub-Saharan Africa,Online,766327130,2082,227520.96,152902.08
Asia,Online,261155593,598,28375.1,9364.68
Australia and Oceania,Online,604526841,1781,366351.7,157778.79
Europe,Online,949614703,948,44982.6,14845.68
Asia,Offline,969905507,5448,3547792.08,687810
Central America and the Caribbean,Offline,409198081,9660,4223352,1679584.2
Asia,Online,431603753,9997,4370688.4,1738178.39
Asia,Offline,471546351,9899,4176289.11,566222.8
Sub-Saharan Africa,Offline,483762204,4841,745804.46,305612.33
Central America and the Caribbean,Offline,493300139,7328,3091609.92,419161.6
Sub-Saharan Africa,Online,145521485,1896,89965.2,29691.36
Sub-Saharan Africa,Offline,956100070,112,17254.72,7070.56
Central America and the Caribbean,Offline,461022222,5575,2352036.75,318890
Europe,Online,766586768,8915,3897638,1550051.05
Sub-Saharan Africa,Offline,899405038,2792,1865809.84,462718.16
Middle East and North Africa,Offline,856400859,6900,563937,172914
Europe,Online,254810559,2962,456325.72,186991.06
Europe,Online,582182967,9732,90799.56,23454.12
Asia,Online,246379411,7998,653676.54,200429.88
Central America and the Caribbean,Offline,425573718,5575,2352036.75,318890
Middle East and North Africa,Online,118252217,2314,109799.3,36237.24
Middle East and North Africa,Online,193213737,5093,2226659.6,885519.91
Europe,Offline,239569604,2824,133998.8,44223.84
Europe,Online,816743648,1450,633940,252111.5
Sub-Saharan Africa,Online,304472196,8944,730993.12,224136.64
Asia,Offline,752804076,310,79136.8,29716.6
Australia and Oceania,Offline,232100617,2585,122658.25,40481.1
Sub-Saharan Africa,Online,483035647,9837,466765.65,154047.42
Asia,Offline,166595494,8164,5316478.44,1030705
Europe,Online,714078986,695,177419.6,66622.7
Middle East and North Africa,Offline,477097451,2593,1732824.11,429737.89
Europe,Online,577574717,6049,1544188.72,579857.14
Middle East and North Africa,Offline,857747113,5287,577763.36,388277.28
Europe,Offline,330163466,1562,240641.72,98609.06
Europe,Offline,327685105,8159,666835.07,204464.54
Sub-Saharan Africa,Online,453485858,5398,2277362.22,308765.6
Central America and the Caribbean,Offline,831052052,5625,614700,413100
Australia and Oceania,Offline,754182517,8221,1266527.26,518991.73
Europe,Offline,936988580,4598,502469.44,337677.12
Asia,Offline,363894069,3196,349258.88,234714.24
Sub-Saharan Africa,Offline,339635312,4491,3001200.57,744293.43
Asia,Online,439261138,5987,2617516.4,1040959.69
Middle East and North Africa,Offline,758132874,7220,4701736.2,911525
Central America and the Caribbean,Online,561924350,4757,225719.65,74494.62
Asia,Online,536621892,7198,4810207.46,1192924.54
Europe,Offline,538524329,171,43652.88,16392.06
Europe,Online,944242990,1339,204304.62,73832.46
Asia,Online,400701701,5393,50316.69,12997.13
Sub-Saharan Africa,Online,775136792,9057,1863024.9,802359.63
Asia,Offline,405097091,6086,2660799.2,1058172.82
Asia,Offline,848443925,2267,991132.4,394163.29
Sub-Saharan Africa,Offline,133351123,415,105941.2,39781.9
Central America and the Caribbean,Online,408305013,5382,255375.9,84282.12
Sub-Saharan Africa,Online,292104423,9045,988437.6,664264.8
Asia,Online,723860681,5316,3552523.32,881020.68
Australia and Oceania,Online,912997615,5138,47937.54,12382.58
Sub-Saharan Africa,Offline,589251554,1484,121287.32,37189.04
Sub-Saharan Africa,Online,452671325,4359,896646.3,386163.81
Central America and the Caribbean,Offline,823618257,5800,474034,145348
Europe,Online,292766177,4873,3173346.33,615216.25
Europe,Online,671101415,2677,24976.41,6451.57
Europe,Online,239922797,7342,68500.86,17694.22
Asia,Offline,500841653,9030,1857471,799967.7
Australia and Oceania,Offline,325781810,4932,2080761.48,282110.4
Europe,Offline,906979596,4272,1867718.4,742772.64
Middle East and North Africa,Online,806983840,3306,2209300.62,547903.38
Sub-Saharan Africa,Online,908655869,319,49145.14,20138.47
Europe,Online,365169513,629,29846.05,9850.14
Australia and Oceania,Offline,650011098,1583,1030865.43,199853.75
Central America and the Caribbean,Online,606979453,7563,1165155.78,477452.19
Europe,Offline,500185906,4980,3327984.6,825335.4
Europe,Online,664054286,7275,795012,534276
Europe,Offline,153320920,9922,1528583.32,626375.86
Sub-Saharan Africa,Online,793034636,5427,3626701.29,899416.71
Middle East and North Africa,Offline,428556764,8325,1282549.5,525557.25
Sub-Saharan Africa,Offline,575561130,183,1707.39,441.03
Europe,Offline,570034062,4601,2011557.2,799975.87
Europe,Online,718274390,2209,241399.52,162228.96
Central America and the Caribbean,Offline,946893441,5666,872903.96,357694.58
Middle East and North Africa,Offline,352815043,4667,510009.76,342744.48
Australia and Oceania,Online,353275525,933,191918.1,82654.47
Sub-Saharan Africa,Online,635823714,3221,491460.18,177605.94
Sub-Saharan Africa,Offline,508320939,2317,476606.9,205263.03
Asia,Offline,248941028,6037,56325.21,14549.17
Sub-Saharan Africa,Online,656170308,4231,39475.23,10196.71
Europe,Offline,798807609,3778,1651741.6,656880.86
Central America and the Caribbean,Offline,265964257,3589,392205.92,263576.16
Sub-Saharan Africa,Online,517064082,9607,4200180.4,1670369.09
Middle East and North Africa,Offline,831843411,9806,465294.7,153561.96
Central America and the Caribbean,Online,560351073,9190,436065.5,143915.4
Asia,Offline,472948396,4795,391895.35,120162.7
Australia and Oceania,Online,510309207,689,56311.97,17266.34
Central America and the Caribbean,Offline,233419835,2971,1934744.91,375088.75
Sub-Saharan Africa,Online,173579108,4770,734866.2,301130.1
Sub-Saharan Africa,Offline,482398355,1248,136381.44,91653.12
Sub-Saharan Africa,Online,481801402,4596,701257.68,253423.44
Europe,Offline,914024579,9039,987781.92,663824.16
Middle East and North Africa,Offline,791616714,5832,3897350.64,966537.36
Asia,Online,547439134,8260,5378994.6,1042825
Europe,Online,684665668,6641,1366053.7,588326.19
Asia,Online,426782643,3323,511941.38,209780.99
Europe,Online,867588889,7687,1581215.9,680991.33
Europe,Online,921195733,1143,54235.35,17899.38
Sub-Saharan Africa,Online,472027003,2135,900735.15,122122
Sub-Saharan Africa,Offline,824819028,1135,174858.1,71652.55
Sub-Saharan Africa,Offline,654620635,5648,267997.6,88447.68
Asia,Online,956793153,5211,3393455.31,657888.75
Asia,Offline,997010409,6391,4161883.11,806863.75
Europe,Online,561258733,7786,369445.7,121928.76
Australia and Oceania,Online,405836951,5027,2197804.4,874044.49
Central America and the Caribbean,Online,907356393,5775,2524830,1004099.25
North America,Online,712740886,4722,224058.9,73946.52
Sub-Saharan Africa,Online,789226758,8591,1323529.46,542349.83
Asia,Offline,374362838,1138,10617.54,2742.58
Europe,Online,126010453,8148,1255280.88,514383.24
Sub-Saharan Africa,Offline,772343432,2440,375906.4,154037.2
Sub-Saharan Africa,Offline,861848104,8861,1352011.38,488595.54
Europe,Offline,813323295,9292,1431525.52,586603.96
Sub-Saharan Africa,Offline,665880334,7643,3341519.6,1328888.41
Asia,Offline,528943049,4857,741081.06,267814.98
Europe,Online,132247769,3909,319482.57,97959.54
Sub-Saharan Africa,Offline,175843322,4801,392385.73,120313.06
Middle East and North Africa,Offline,980091035,9572,1460495.76,527800.08
Australia and Oceania,Online,235664737,7287,4869683.49,1207674.51
North America,Offline,653550755,9047,988656.16,664411.68
Middle East and North Africa,Online,515047919,2980,27803.4,7181.8
Middle East and North Africa,Online,421767556,9247,6179492.69,1532505.31
Sub-Saharan Africa,Online,145633494,5042,1287121.76,483326.12
Middle East and North Africa,Online,878882062,9588,1047776.64,704142.72
Europe,Offline,284062087,9139,3855652.71,522750.8
Australia and Oceania,Online,144034898,1982,302413.56,109287.48
Sub-Saharan Africa,Offline,511974322,3434,706373.8,304218.06
Sub-Saharan Africa,Online,161366689,844,68980.12,21150.64
Central America and the Caribbean,Online,636010825,8592,5741775.84,1423952.16
Australia and Oceania,Online,400018060,3088,1302796.32,176633.6
Central America and the Caribbean,Online,687812221,7776,3399667.2,1352013.12
Asia,Offline,554129636,8128,664301.44,203687.68
Middle East and North Africa,Online,924019134,6650,315542.5,104139
Central America and the Caribbean,Online,542842042,7878,373811.1,123369.48
Central America and the Caribbean,Offline,926272189,3379,520568.74,213316.27
Middle East and North Africa,Online,510295903,6753,1723905.84,647342.58
Central America and the Caribbean,Online,501212012,8627,3639645.03,493464.4
Europe,Offline,825631844,1665,15534.45,4012.65
Middle East and North Africa,Offline,580479228,5558,1418846.24,532789.88
Europe,Online,282990491,2030,96323.5,31789.8
Europe,Online,520714461,9835,4149288.15,562562
Sub-Saharan Africa,Online,601512467,9761,1489333.38,538221.54
Central America and the Caribbean,Offline,803558337,9624,89791.92,23193.84
Europe,Online,125338399,9272,6196199.44,1536648.56
Sub-Saharan Africa,Online,335651481,5587,52126.71,13464.67
Sub-Saharan Africa,Offline,123608911,7478,1140993.24,412336.92
Europe,Offline,948634517,889,136959.34,56122.57
Central America and the Caribbean,Online,290464627,3793,1600228.77,216959.6
Middle East and North Africa,Offline,199148070,1194,304804.32,114456.84
Middle East and North Africa,Offline,545046174,130,54845.7,7436
Middle East and North Africa,Online,368832767,4667,1968960.63,266952.4
Middle East and North Africa,Offline,131494176,904,381388.56,51708.8
Asia,Offline,364329230,1970,93476.5,30850.2
Europe,Online,318949258,3028,143678.6,47418.48
Australia and Oceania,Online,217278087,6269,297464.05,98172.54
Sub-Saharan Africa,Online,801552045,5917,1510491.76,567203.62
Sub-Saharan Africa,Online,184319961,3227,1410844.4,561078.49
Central America and the Caribbean,Online,598443162,1485,626506.65,84942
Europe,Offline,747095477,1009,47877.05,15800.94
North America,Offline,753763234,4146,852832.2,367294.14
